,text,favorited,replyToSN,created,truncated,replyToSID,id,replyToUID,statusSource,screenName,to,rt
742,"Forthcoming: Exciting book on migration &amp; education, edited by Lesley Bartlett &amp; Ameena Ghaffer-Kutcher. @CouncilAnthroEd #aaa2011 #CAE2011",FALSE,NA,18/11/2011 19:59,FALSE,NA,1.38E+17,NA,&lt;a href=&quot;http://twitter.com/#!/download/ipad&quot; rel=&quot;nofollow&quot;&gt;Twitter for iPad&lt;/a&gt;,elemveee,NA,NA
743,"I love you #aaa2011, but I think that I'm socially oversaturated. I need a few hours alone to catch up with my brain.",FALSE,NA,18/11/2011 19:59,FALSE,NA,1.38E+17,NA,&lt;a href=&quot;http://www.tweetdeck.com&quot; rel=&quot;nofollow&quot;&gt;TweetDeck&lt;/a&gt;,maryam_bakht,NA,NA
744,RT @rgfeal: @CCedJWhite Encourage some ppl to come over to our session on discilplinary perspective on pt-time fac. #aaa2011,FALSE,NA,18/11/2011 19:59,FALSE,NA,1.38E+17,NA,&lt;a href=&quot;http://www.tweetdeck.com&quot; rel=&quot;nofollow&quot;&gt;TweetDeck&lt;/a&gt;,CCedJWhite,NA,rgfeal
745,RT @Chris_Ly: Wenda Trevathan evolution &amp; childbirth book getting award today #AAA2011 http://t.co/WZNA03g4,FALSE,NA,18/11/2011 19:58,FALSE,NA,1.38E+17,NA,&lt;a href=&quot;http://twitter.com/#!/download/iphone&quot; rel=&quot;nofollow&quot;&gt;Twitter for iPhone&lt;/a&gt;,hogansherrow,NA,Chris_Ly
746,"Speakers who read their paper &amp; mumble digressions, punctuated with worried sighs. Odd. #AAA2011",FALSE,NA,18/11/2011 19:58,FALSE,NA,1.38E+17,NA,&lt;a href=&quot;http://twitter.com/#!/download/iphone&quot; rel=&quot;nofollow&quot;&gt;Twitter for iPhone&lt;/a&gt;,davidberiss,NA,NA
747,Listening to Richard Lee on ethnography in a cold climate #CanadaNotKalahari #AAA2011,FALSE,NA,18/11/2011 19:57,FALSE,NA,1.38E+17,NA,&lt;a href=&quot;http://twitter.com/#!/download/iphone&quot; rel=&quot;nofollow&quot;&gt;Twitter for iPhone&lt;/a&gt;,lululemur,NA,NA
748,RT @Chris_Ly: Wenda Trevathan evolution &amp; childbirth book getting award today #AAA2011 http://t.co/WZNA03g4,FALSE,NA,18/11/2011 19:55,FALSE,NA,1.38E+17,NA,&lt;a href=&quot;http://twitter.com/#!/download/iphone&quot; rel=&quot;nofollow&quot;&gt;Twitter for iPhone&lt;/a&gt;,NCSE,NA,Chris_Ly
749,"RT @npseaver: @brunoIatour: In spite of its transcendence, Nature remains mobilizable, humanizable, socializable. #aaa2011",FALSE,NA,18/11/2011 19:53,FALSE,NA,1.38E+17,NA,&lt;a href=&quot;http://itunes.apple.com/us/app/twitter/id409789998?mt=12&quot; rel=&quot;nofollow&quot;&gt;Twitter for Mac&lt;/a&gt;,billtron,NA,npseaver
750,Darryl Li on open secrets and Guantanamo; on difficulty of presenting-or really not presenting--prohibited/secret information #aaa2011,FALSE,NA,18/11/2011 19:50,FALSE,NA,1.38E+17,NA,&lt;a href=&quot;http://twitter.com/&quot;&gt;web&lt;/a&gt;,CMcGranahan,NA,NA
751,RT @WB_Anthropology: Stop by booth #511 for sample copies of your favourite anthropology journals published by Wiley-Blackwell #AAA2011,FALSE,NA,18/11/2011 19:49,FALSE,NA,1.38E+17,NA,&lt;a href=&quot;http://www.hootsuite.com&quot; rel=&quot;nofollow&quot;&gt;HootSuite&lt;/a&gt;,AmericanAnthro,NA,WB_Anthropology
752,RT @NapaAnthro: Have you visited the NAPA Employer Expo in 517a? Great time to talk with practitioners! #AAA2011 open until 4 pm,FALSE,NA,18/11/2011 19:48,FALSE,NA,1.38E+17,NA,&lt;a href=&quot;http://twitter.com/#!/download/iphone&quot; rel=&quot;nofollow&quot;&gt;Twitter for iPhone&lt;/a&gt;,AmericanAnthro,NA,NapaAnthro
753,"nice end to Doostdar's Iran paper: if secrets are meant to be shared, how do we know that they have actually been shared? #aaa2011",FALSE,NA,18/11/2011 19:48,FALSE,NA,1.38E+17,NA,&lt;a href=&quot;http://twitter.com/&quot;&gt;web&lt;/a&gt;,CMcGranahan,NA,NA
754,RT @PrincetonUPress: We're at #aaa2011 at booth 506! Stop by to learn about our new books like Depression in Japan by Junko Kitanaka. http://t.co/q3CJuccc,FALSE,NA,18/11/2011 19:48,FALSE,NA,1.38E+17,NA,&lt;a href=&quot;http://twitter.com/&quot;&gt;web&lt;/a&gt;,AmericanAnthro,NA,PrincetonUPress
755,"RT @PrincetonUPress: We're at the #aaa2011 meeting, booth 506! Stop by to learn about our new books like Tobacco Capitalism by Peter Benson. http://t.co/jn19e10y",FALSE,NA,18/11/2011 19:48,FALSE,NA,1.38E+17,NA,&lt;a href=&quot;http://twitter.com/&quot;&gt;web&lt;/a&gt;,AmericanAnthro,NA,PrincetonUPress
756,RT @insidehighered: What role should science play in anthropology? http://t.co/7r1JhBqZ #AAA2011 debates.,FALSE,NA,18/11/2011 19:46,FALSE,NA,1.38E+17,NA,&lt;a href=&quot;http://www.hootsuite.com&quot; rel=&quot;nofollow&quot;&gt;HootSuite&lt;/a&gt;,bookbelle,NA,insidehighered
757,"Next General Assembly meeting Saturday, 12pm, Viger Hall #aaa2011 #occupy #decolonize",FALSE,NA,18/11/2011 19:45,FALSE,NA,1.38E+17,NA,&lt;a href=&quot;http://seesmic.com/&quot; rel=&quot;nofollow&quot;&gt;Seesmic&lt;/a&gt;,adayelaye,NA,NA
758,Reply to this tweet if you'd like to be included on the email list for the General Assembly! #aaa2011 #occupy #decolonize,FALSE,NA,18/11/2011 19:44,FALSE,NA,1.38E+17,NA,&lt;a href=&quot;http://seesmic.com/&quot; rel=&quot;nofollow&quot;&gt;Seesmic&lt;/a&gt;,adayelaye,NA,NA
759,Ralph Bolton sees peace corps folks decades later: &quot;Reciprocity is key concept; of course they asked if I could help them again&quot; :) #AAA2011,FALSE,NA,18/11/2011 19:44,FALSE,NA,1.38E+17,NA,&lt;a href=&quot;http://seesmic.com/&quot; rel=&quot;nofollow&quot;&gt;Seesmic&lt;/a&gt;,among_others,NA,NA
760,"Ok fine, I'll share the link this time: http://t.co/sZPXe8un @CouncilAnthroEd #CAE2011 #aaa2011",FALSE,NA,18/11/2011 19:44,FALSE,NA,1.38E+17,NA,&lt;a href=&quot;http://twitter.com/#!/download/ipad&quot; rel=&quot;nofollow&quot;&gt;Twitter for iPad&lt;/a&gt;,elemveee,NA,NA
761,"#cornell friends, alumni, students, &amp; faculty, @ #aaa2011 -- be sure to stop by the reception 2nite at the Hyatt starting at 8.30pm",FALSE,NA,18/11/2011 19:43,FALSE,NA,1.38E+17,NA,&lt;a href=&quot;http://www.tweetdeck.com&quot; rel=&quot;nofollow&quot;&gt;TweetDeck&lt;/a&gt;,mattBernius,NA,NA
762,Loving the new @CouncilAnthroEd website! Kudos to @snogueron -- check it out and pass it on. #aaa2011 #CAE2011,FALSE,NA,18/11/2011 19:42,FALSE,NA,1.38E+17,NA,&lt;a href=&quot;http://twitter.com/#!/download/ipad&quot; rel=&quot;nofollow&quot;&gt;Twitter for iPad&lt;/a&gt;,elemveee,NA,NA
763,Kim Fortun asks how the WB renewal was considered by the EB? #aaa2011,FALSE,NA,18/11/2011 19:41,FALSE,NA,1.38E+17,NA,&lt;a href=&quot;http://twitter.com/&quot;&gt;web&lt;/a&gt;,jasonjackson2,NA,NA
764,RT @CouncilAnthroEd: #AAA2011 - #CAE2011: CAE Business meeting tonight at 6:15 Room 510A,FALSE,NA,18/11/2011 19:40,FALSE,NA,1.38E+17,NA,&lt;a href=&quot;http://twitter.com/&quot;&gt;web&lt;/a&gt;,elemveee,NA,CouncilAnthroEd
765,"Maes, Kalofonos: HIV/AIDS caregivers and under-employment, under-support: Volunteers &quot;last to receive, first to lose&quot; #SAFN #AAA2011",FALSE,NA,18/11/2011 19:40,FALSE,NA,1.38E+17,NA,&lt;a href=&quot;http://www.hootsuite.com&quot; rel=&quot;nofollow&quot;&gt;HootSuite&lt;/a&gt;,jccnoble,NA,NA
766,"RT @spinsterofutica: Advice from SCA lunch: situate (digital) work within longer anthro traditions, always be generous when engaging colleagues' work. #AAA2011",FALSE,NA,18/11/2011 19:38,FALSE,NA,1.38E+17,NA,&lt;a href=&quot;http://twitter.com/&quot;&gt;web&lt;/a&gt;,CMcGranahan,NA,spinsterofutica
767,Ralph Bolton recounting his Peace Corps experience in Peru + exposure to anthropologists leading him to the discipline #AAA2011,FALSE,NA,18/11/2011 19:38,FALSE,NA,1.38E+17,NA,&lt;a href=&quot;http://seesmic.com/&quot; rel=&quot;nofollow&quot;&gt;Seesmic&lt;/a&gt;,among_others,NA,NA
768,RT @Bonesholmes: #Diversity is part of human evolution. #aaa2011,FALSE,NA,18/11/2011 19:37,FALSE,NA,1.38E+17,NA,&lt;a href=&quot;http://bufferapp.com&quot; rel=&quot;nofollow&quot;&gt;Buffer&lt;/a&gt;,ethnohead,NA,Bonesholmes
769,"Maes, Kalofonos: HIV/AIDS caregivers double jeopardy: experiencing their own food insecurity as well as that of their clients #SAFN #AAA2011",FALSE,NA,18/11/2011 19:35,FALSE,NA,1.38E+17,NA,&lt;a href=&quot;http://www.hootsuite.com&quot; rel=&quot;nofollow&quot;&gt;HootSuite&lt;/a&gt;,jccnoble,NA,NA
770,RT @insidehighered: What role should science play in anthropology? http://t.co/A8OkM2Xs #AAA2011 debates.,FALSE,NA,18/11/2011 19:35,FALSE,NA,1.38E+17,NA,&lt;a href=&quot;http://www.hootsuite.com&quot; rel=&quot;nofollow&quot;&gt;HootSuite&lt;/a&gt;,urihoresh,NA,insidehighered
771,RT @BoneGirlPhD: Anyone interested in the role of science in anthro should be reading @johnhawks' live-tweeting of the #AAAsci panel discussion at #AAA2011.,FALSE,NA,18/11/2011 19:33,FALSE,NA,1.38E+17,NA,&lt;a href=&quot;http://twitter.com/&quot;&gt;web&lt;/a&gt;,piper115,NA,BoneGirlPhD
772,"Advice from SCA lunch: situate (digital) work within longer anthro traditions, always be generous when engaging colleagues' work. #AAA2011",FALSE,NA,18/11/2011 19:32,FALSE,NA,1.38E+17,NA,&lt;a href=&quot;http://twitter.com/&quot;&gt;web&lt;/a&gt;,spinsterofutica,NA,NA
773,"next paper: Alireza Doostdar's Occult Vision, State Secrecy, and Factional Politics: An Iranian Crime Story #aaa2011",FALSE,NA,18/11/2011 19:31,FALSE,NA,1.38E+17,NA,&lt;a href=&quot;http://twitter.com/&quot;&gt;web&lt;/a&gt;,CMcGranahan,NA,NA
774,Linda Green: Stories are critical to what we do as anthropologists.  #AAA2011 #ethics,FALSE,NA,18/11/2011 19:29,FALSE,NA,1.38E+17,NA,&lt;a href=&quot;http://twitter.com/#!/download/iphone&quot; rel=&quot;nofollow&quot;&gt;Twitter for iPhone&lt;/a&gt;,8bitVet,NA,NA
775,"Now talking about building grey lit project for #aaa2011. (Jason: Consider original AS vision, see also @openfolklore). Likely AAA plan SSRN",FALSE,NA,18/11/2011 19:27,FALSE,NA,1.38E+17,NA,&lt;a href=&quot;http://twitter.com/&quot;&gt;web&lt;/a&gt;,jasonjackson2,NA,NA
776,Forthcoming:  Proquest based resource add on for AAA members to gain access to non AAA content (for members w/o affiliations). #aaa2011,FALSE,NA,18/11/2011 19:25,FALSE,NA,1.38E+17,NA,&lt;a href=&quot;http://twitter.com/&quot;&gt;web&lt;/a&gt;,jasonjackson2,NA,NA
777,@CCedJWhite Encourage some ppl to come over to our session on discilplinary perspective on pt-time fac. #aaa2011,FALSE,NA,18/11/2011 19:24,FALSE,NA,1.38E+17,NA,&lt;a href=&quot;http://twitter.com/#!/download/ipad&quot; rel=&quot;nofollow&quot;&gt;Twitter for iPad&lt;/a&gt;,rgfeal,CCedJWhite,NA
778,"Visual ethics roundtable-as anthropologists using images, not only legal rights matter, but also ethical and moral responsibilities #AAA2011",FALSE,NA,18/11/2011 19:24,FALSE,NA,1.38E+17,NA,&lt;a href=&quot;http://twitter.com/&quot;&gt;web&lt;/a&gt;,snogueron,NA,NA
779,Key point. Impossibility of doing anthropology scholarship w/o information access via research libraries. #aaa2011,FALSE,NA,18/11/2011 19:23,FALSE,NA,1.38E+17,NA,&lt;a href=&quot;http://twitter.com/&quot;&gt;web&lt;/a&gt;,jasonjackson2,NA,NA
780,I loved our Confessions of a Passionate Teacher roundtable: a room full of people who love teaching &amp; are unafraid to embrace it #aaa2011,FALSE,NA,18/11/2011 19:23,FALSE,NA,1.38E+17,NA,&lt;a href=&quot;http://twitter.com/&quot;&gt;web&lt;/a&gt;,CMcGranahan,NA,NA
781,"@brunoIatour: In spite of its transcendence, Nature remains mobilizable, humanizable, socializable. #aaa2011",FALSE,NA,18/11/2011 19:23,FALSE,NA,1.38E+17,NA,&lt;a href=&quot;http://itunes.apple.com/us/app/twitter/id409789998?mt=12&quot; rel=&quot;nofollow&quot;&gt;Twitter for Mac&lt;/a&gt;,npseaver,NA,NA
782,religion + secrecy among police in Mumbai: how are dealings with and of the police socially concealed? asks Ujala Dhaka-Kingten #aaa2011,FALSE,NA,18/11/2011 19:21,FALSE,NA,1.38E+17,NA,&lt;a href=&quot;http://twitter.com/&quot;&gt;web&lt;/a&gt;,CMcGranahan,NA,NA
783,Nordstrom: anthropology &amp; psychology are the only whole body disciplines #AAA2011 #ethics,FALSE,NA,18/11/2011 19:20,FALSE,NA,1.38E+17,NA,&lt;a href=&quot;http://twitter.com/#!/download/iphone&quot; rel=&quot;nofollow&quot;&gt;Twitter for iPhone&lt;/a&gt;,8bitVet,NA,NA
784,#AAA2011 - #CAE2011: CAE Business meeting tonight at 6:15 Room 510A,FALSE,NA,18/11/2011 19:19,FALSE,NA,1.38E+17,NA,&lt;a href=&quot;http://twitter.com/&quot;&gt;web&lt;/a&gt;,CouncilAnthroEd,NA,NA
785,RT @S_HaleAlper: &quot;Passionate Teaching&quot; roundtable was amazing&you can work to be a good teacher; a passionate teacher is something that you are. #AAA2011,FALSE,NA,18/11/2011 19:19,FALSE,NA,1.38E+17,NA,&lt;a href=&quot;http://itunes.apple.com/us/app/twitter/id409789998?mt=12&quot; rel=&quot;nofollow&quot;&gt;Twitter for Mac&lt;/a&gt;,CMcGranahan,NA,S_HaleAlper
786,Sad Valerie Githinji couldn't make it to #SAFN panel. Enjoyed her paper: Connections btw Food &amp; Nutrition Insecurity &amp; HIV/AIDS #AAA2011,FALSE,NA,18/11/2011 19:15,FALSE,NA,1.38E+17,NA,&lt;a href=&quot;http://www.hootsuite.com&quot; rel=&quot;nofollow&quot;&gt;HootSuite&lt;/a&gt;,jccnoble,NA,NA
787,Forte/@1D4TW: the expanse of state power exceeding the boundaries of the state: Wikileaks helps us to map and see state power anew #aaa2011,FALSE,NA,18/11/2011 19:10,FALSE,NA,1.38E+17,NA,&lt;a href=&quot;http://twitter.com/&quot;&gt;web&lt;/a&gt;,CMcGranahan,NA,NA
788,"RT @nickmizer: Bauman: A grammar tells us what a language can do, but not what speakers consider worth doing. #aaa2011",FALSE,NA,18/11/2011 19:09,FALSE,NA,1.38E+17,NA,&lt;a href=&quot;http://www.tweetdeck.com&quot; rel=&quot;nofollow&quot;&gt;TweetDeck&lt;/a&gt;,emmajeans,NA,nickmizer
789,"What are the rules of secrets?, asks Forte/@1D4TW #aaa2011 Eric Wolf: the arrangements of a society become most visible during crisis",FALSE,NA,18/11/2011 19:06,FALSE,NA,1.38E+17,NA,&lt;a href=&quot;http://twitter.com/&quot;&gt;web&lt;/a&gt;,CMcGranahan,NA,NA
790,RT @johnhawks: McKenna: medical paradigm on infant care makes no use of evolutionary data or conceptualizations #AAA2011 #scars,FALSE,NA,18/11/2011 19:05,FALSE,NA,1.38E+17,NA,&lt;a href=&quot;http://www.tweetdeck.com&quot; rel=&quot;nofollow&quot;&gt;TweetDeck&lt;/a&gt;,anisogamy,NA,johnhawks
791,"anthropologists contend secrets are meant to be told, but is this case w/ Wikileaks?, asks Forte//@1D4TW #aaa2011 what type of secret is it?",FALSE,NA,18/11/2011 19:03,FALSE,NA,1.38E+17,NA,&lt;a href=&quot;http://twitter.com/&quot;&gt;web&lt;/a&gt;,CMcGranahan,NA,NA
792,At AAA publishing futures panel. Wish someone else were here tweeting. #aaa2011 Getting the history of the current era in AAA publishing.,FALSE,NA,18/11/2011 19:00,FALSE,NA,1.38E+17,NA,&lt;a href=&quot;http://twitter.com/&quot;&gt;web&lt;/a&gt;,jasonjackson2,NA,NA
793,"Anthropology Spotlight, free app for anthropologists. Visit Wiley-Blackwell #511 #AAA2011 for a demo or download it http://t.co/AWV7x1o2",FALSE,NA,18/11/2011 19:00,FALSE,NA,1.38E+17,NA,&lt;a href=&quot;http://www.hootsuite.com&quot; rel=&quot;nofollow&quot;&gt;HootSuite&lt;/a&gt;,WB_Anthropology,NA,NA
794,"Skyping in to the @SACC_L #SACC_L business meeting at #aaa2011. Pass the bagels and smoked meat, please.",FALSE,NA,18/11/2011 19:00,FALSE,NA,1.38E+17,NA,&lt;a href=&quot;http://twitter.com/&quot;&gt;web&lt;/a&gt;,tadmcilwraith,NA,NA
795,&quot;Wikileaks renders visible the clash between empire and accountability&quot; Max Forte/@1D4TW at #aaa2011,FALSE,NA,18/11/2011 18:59,FALSE,NA,1.38E+17,NA,&lt;a href=&quot;http://twitter.com/&quot;&gt;web&lt;/a&gt;,CMcGranahan,NA,NA
796,Society for Psych Anth's business meeting is in the Hyatt tonight- followed by AAA official dance party! real talk. Come with us! #aaa2011,FALSE,NA,18/11/2011 18:58,FALSE,NA,1.38E+17,NA,&lt;a href=&quot;http://twitter.com/&quot;&gt;web&lt;/a&gt;,ccecale,NA,NA
797,"what can anthropology teach us about secrets?: Wikileaks as an 'anthropological gift,' expose of the state, moral humanism #aaa2011",FALSE,NA,18/11/2011 18:58,FALSE,NA,1.38E+17,NA,&lt;a href=&quot;http://twitter.com/&quot;&gt;web&lt;/a&gt;,CMcGranahan,NA,NA
798,I'm so excited to see Laura Nader's film presentation tonight #aaa2011,FALSE,NA,18/11/2011 18:56,FALSE,NA,1.38E+17,NA,&lt;a href=&quot;http://twitter.com/&quot;&gt;web&lt;/a&gt;,ccecale,NA,NA
799,"#AAA2011 #AAA2011ecstasy ethnographic recruitments in the club scene, would you participate?",FALSE,NA,18/11/2011 18:54,FALSE,NA,1.38E+17,NA,&lt;a href=&quot;http://twitter.com/#!/download/iphone&quot; rel=&quot;nofollow&quot;&gt;Twitter for iPhone&lt;/a&gt;,1Kgonzalez,NA,NA
800,@AmericanAnthro: #AAA2011 - #SPAMembers - Business Meeting tonight at Hyatt 18:15 http://t.co/P6Nb0BZK Wish I was there! ;),FALSE,NA,18/11/2011 18:54,FALSE,NA,1.38E+17,NA,&lt;a href=&quot;http://twitter.com/#!/download/ipad&quot; rel=&quot;nofollow&quot;&gt;Twitter for iPad&lt;/a&gt;,julsiej,NA,NA
801,#SAFN super sized session: Changing context and responses to #foodsecurity 520B #AAA2011,FALSE,NA,18/11/2011 18:53,FALSE,NA,1.38E+17,NA,&lt;a href=&quot;http://www.hootsuite.com&quot; rel=&quot;nofollow&quot;&gt;HootSuite&lt;/a&gt;,jccnoble,NA,NA
802,#AAA2011 - #SPAMembers - Business Meeting tonight at Hyatt 18:15 http://t.co/RAvtDJW8,FALSE,NA,18/11/2011 18:52,FALSE,NA,1.38E+17,NA,&lt;a href=&quot;http://publicize.wp.com/&quot; rel=&quot;nofollow&quot;&gt;WordPress.com&lt;/a&gt;,AmericanAnthro,NA,NA
803,RT @johnhawks: Industrialized males weigh 12 kg more than subsistence males but energy expenditure is 150 kcal/day less. #AAA2011 #scars,FALSE,NA,18/11/2011 18:52,FALSE,NA,1.38E+17,NA,&lt;a href=&quot;http://www.tweetdeck.com&quot; rel=&quot;nofollow&quot;&gt;TweetDeck&lt;/a&gt;,bwdaly,NA,johnhawks
804,"at Max Forte/@1DT4W's paper &quot;Wikileaks and Anthropology: Secrecy, Power, and the State;&quot; panel on Leaks, Lies, &amp; Red Tape #aaa2011",FALSE,NA,18/11/2011 18:52,FALSE,NA,1.38E+17,NA,&lt;a href=&quot;http://twitter.com/&quot;&gt;web&lt;/a&gt;,CMcGranahan,NA,NA
805,Gonzalez &amp; Nordstrom roundtable on Ethics right now #AAA2011,FALSE,NA,18/11/2011 18:51,FALSE,NA,1.38E+17,NA,&lt;a href=&quot;http://twitter.com/#!/download/iphone&quot; rel=&quot;nofollow&quot;&gt;Twitter for iPhone&lt;/a&gt;,8bitVet,NA,NA
806,"Meet the editors of Social Anthropology on the Wiley-Blackwell stand #511 on Friday 18th November, 3.30p.m. - 4.30p.m. #AAA2011",FALSE,NA,18/11/2011 18:50,FALSE,NA,1.38E+17,NA,&lt;a href=&quot;http://www.hootsuite.com&quot; rel=&quot;nofollow&quot;&gt;HootSuite&lt;/a&gt;,WB_Anthropology,NA,NA
807,RT @insidehighered What role should science play in #anthropology? http://t.co/4KylJaE1 #AAA2011 debates.,FALSE,NA,18/11/2011 18:46,FALSE,NA,1.38E+17,NA,&lt;a href=&quot;http://twitter.com/&quot;&gt;web&lt;/a&gt;,jwbyram,NA,insidehighered
808,We're at #aaa2011 at booth 506! Stop by to learn about our new books like Depression in Japan by Junko Kitanaka. http://t.co/q3CJuccc,FALSE,NA,18/11/2011 18:45,FALSE,NA,1.38E+17,NA,&lt;a href=&quot;http://twitter.com/&quot;&gt;web&lt;/a&gt;,PrincetonUPress,NA,NA
809,RT @Bonesholmes: #Doctorwho win! Milford Wolpoff mentioned the scar in time on Amy Pond's wall in his remarks on Scars in Hum evo discussion! #aaa2011 #scars,FALSE,NA,18/11/2011 18:44,FALSE,NA,1.38E+17,NA,&lt;a href=&quot;http://www.hootsuite.com&quot; rel=&quot;nofollow&quot;&gt;HootSuite&lt;/a&gt;,1Kgonzalez,NA,Bonesholmes
810,"We're at the #aaa2011 meeting, booth 506! Stop by to learn about our new books like Tobacco Capitalism by Peter Benson. http://t.co/jn19e10y",FALSE,NA,18/11/2011 18:43,FALSE,NA,1.38E+17,NA,&lt;a href=&quot;http://twitter.com/&quot;&gt;web&lt;/a&gt;,PrincetonUPress,NA,NA
811,#aaa2011 Marietta Baba is about to speak. If you're not in my workshop go see her!!,FALSE,NA,18/11/2011 18:38,FALSE,NA,1.38E+17,NA,&lt;a href=&quot;http://twitter.com/#!/download/iphone&quot; rel=&quot;nofollow&quot;&gt;Twitter for iPhone&lt;/a&gt;,jenkersey,NA,NA
812,"Join us today at the First Peoples booth (no. 606) at 3 p.m. to meet Scott Morgensen, author of &quot;Spaces betweem Us&quot; bit.ly/uEnEpQ #AAA2011",FALSE,NA,18/11/2011 18:35,FALSE,NA,1.38E+17,NA,&lt;a href=&quot;http://www.tweetdeck.com&quot; rel=&quot;nofollow&quot;&gt;TweetDeck&lt;/a&gt;,FirstPeoplesBks,NA,NA
813,RT @tadmcilwraith: Anthropologists Seek a More Nuanced Place for Science - Chronicle of Higher Education http://t.co/kVYGLyUO #aaa2011,FALSE,NA,18/11/2011 18:31,FALSE,NA,1.38E+17,NA,&lt;a href=&quot;http://www.hootsuite.com&quot; rel=&quot;nofollow&quot;&gt;HootSuite&lt;/a&gt;,bobmuckle,NA,tadmcilwraith
814,Did you hear about Kirin Narayan skyping Chekov? #aaa2011,FALSE,NA,18/11/2011 18:23,FALSE,NA,1.38E+17,NA,&lt;a href=&quot;http://blackberry.com/twitter&quot; rel=&quot;nofollow&quot;&gt;Twitter for BlackBerry®&lt;/a&gt;,saverte,NA,NA
815,"RT @Bonesholmes: &quot;There are always ways of shedding a spouse, short of murder..&quot; Jon Marks never fails to humor. #aaa2011 #scars",FALSE,NA,18/11/2011 18:18,FALSE,NA,1.38E+17,NA,&lt;a href=&quot;http://www.hootsuite.com&quot; rel=&quot;nofollow&quot;&gt;HootSuite&lt;/a&gt;,FlutterbyeAngel,NA,Bonesholmes
816,RT @Bonesholmes: Women who give birth without social/emotional support are at greater risk than those that do #aaa2011 #scars,FALSE,NA,18/11/2011 18:16,FALSE,NA,1.38E+17,NA,&lt;a href=&quot;http://www.tweetdeck.com&quot; rel=&quot;nofollow&quot;&gt;TweetDeck&lt;/a&gt;,AmyCrad,NA,Bonesholmes
817,"...presents his research poster 13:45- 15:00. &quot;God is Angry,&quot; street preaching, Open-Air Evangelicals, and riots galore. Come see! #AAA2011",FALSE,NA,18/11/2011 18:15,FALSE,NA,1.38E+17,NA,&lt;a href=&quot;http://twitter.com/devices&quot; rel=&quot;nofollow&quot;&gt;txt&lt;/a&gt;,akaAshkuff,NA,NA
818,What role should science play in anthropology? http://t.co/A8OkM2Xs #AAA2011 debates.,FALSE,NA,18/11/2011 18:14,FALSE,NA,1.38E+17,NA,&lt;a href=&quot;http://www.hootsuite.com&quot; rel=&quot;nofollow&quot;&gt;HootSuite&lt;/a&gt;,insidehighered,NA,NA
819,Anthro-daughters writing about their mothers. Beautiful and emotional. #literaryethnography #AAA2011,FALSE,NA,18/11/2011 18:12,FALSE,NA,1.38E+17,NA,&lt;a href=&quot;http://twitter.com/#!/download/ipad&quot; rel=&quot;nofollow&quot;&gt;Twitter for iPad&lt;/a&gt;,jessiewanders,NA,NA
820,"Carole Counihan, Lenore Maderson and Sumeet Jain have all checked in at the Routledge booth. They will all be back at 3.30pm! #aaa2011",FALSE,NA,18/11/2011 18:09,FALSE,NA,1.38E+17,NA,&lt;a href=&quot;http://mobile.twitter.com&quot; rel=&quot;nofollow&quot;&gt;Mobile Web&lt;/a&gt;,routledge_anth,NA,NA
821,RT @NapaAnthro: Have you visited the NAPA Employer Expo in 517a? Great time to talk with practitioners! #AAA2011 open until 4 pm,FALSE,NA,18/11/2011 18:05,FALSE,NA,1.38E+17,NA,&lt;a href=&quot;http://twitter.com/#!/download/iphone&quot; rel=&quot;nofollow&quot;&gt;Twitter for iPhone&lt;/a&gt;,jenkersey,NA,NapaAnthro
822,Have you visited the NAPA Employer Expo in 517a? Great time to talk with practitioners! #AAA2011 open until 4 pm,FALSE,NA,18/11/2011 18:05,FALSE,NA,1.38E+17,NA,&lt;a href=&quot;http://twitter.com/#!/download/iphone&quot; rel=&quot;nofollow&quot;&gt;Twitter for iPhone&lt;/a&gt;,NapaAnthro,NA,NA
823,Dana Walrath's memoirs and sketches in the Literary Ethnography workshop brought tears to my eyes. #AAA2011,FALSE,NA,18/11/2011 18:03,FALSE,NA,1.38E+17,NA,&lt;a href=&quot;http://twitter.com/#!/download/ipad&quot; rel=&quot;nofollow&quot;&gt;Twitter for iPad&lt;/a&gt;,jessiewanders,NA,NA
824,#aaa2011 don't use UPS to ship posters. Mine never came in and they are refusing to refund it.,FALSE,NA,18/11/2011 18:02,FALSE,NA,1.38E+17,NA,&lt;a href=&quot;http://blackberry.com/twitter&quot; rel=&quot;nofollow&quot;&gt;Twitter for BlackBerry®&lt;/a&gt;,saverte,NA,NA
825,Check out Roots of Love by Harjant Gill winner of the #AAA2011 Best Student Film. A fascinating look of men and grooming among the Sikh.,FALSE,NA,18/11/2011 17:59,FALSE,NA,1.38E+17,NA,&lt;a href=&quot;http://twitter.com/#!/download/iphone&quot; rel=&quot;nofollow&quot;&gt;Twitter for iPhone&lt;/a&gt;,anthrojason,NA,NA
826,"RT @Bonesholmes: As males partner and have babies, their testosterone levels decline. #aaa2011 #scars",FALSE,NA,18/11/2011 17:56,FALSE,NA,1.38E+17,NA,&lt;a href=&quot;http://www.hootsuite.com&quot; rel=&quot;nofollow&quot;&gt;HootSuite&lt;/a&gt;,AmyCrad,NA,Bonesholmes
